model_shape_name,simulation_level,backend_variant,timing_scope,weight_source,checkpoint_dir,checkpoint_block_index,device,dtype,batch_size,seq_len,tokens,d_model,d_ff,n_experts,top_k,num_shared_experts,shared_expert_intermediate_size,expert_type,activation,bias_semantics,expert_bias_max_abs,mean_forward_ms,std_forward_ms,memory_preflight_enabled,memory_preflight_estimated_bytes,memory_preflight_base_estimated_bytes,memory_preflight_cuda_free_bytes,memory_preflight_cuda_total_bytes,memory_preflight_allowed_bytes,memory_preflight_fraction,memory_preflight_safety_multiplier,ms_per_input_token,assignments,router_flops,active_expert_flops_per_token,active_expert_tflops_per_second,tokens_per_second,ms_per_assignment,padding_factor,phase_profile,phase_path,phase_profile_warmup,phase_profile_iters,phase_sort_ms,phase_histogram_ms,phase_cumsum_ms,phase_capacity_decision_wall_ms,phase_gather_ms,phase_expert_mlp_ms,phase_scatter_ms,phase_gpu_sum_ms,phase_expert_capacity,tokens_per_expert_min,tokens_per_expert_max,tokens_per_expert_mean,tokens_per_expert_std,expert_imbalance,check_output,correctness_passed,outlier_abs_threshold,max_abs_vs_reference,mean_abs_vs_reference,max_rel_vs_reference,aux_loss_abs_diff,router_expert_set_mismatch_count,router_gate_max_abs,outlier_diagnosis,label
nano_moe_jax,exact_adapter,megablocks_dmoe,megablocks_core,nano_jax_init,,,cuda,bfloat16,4,128,512,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.0,0.48658721446990966,0.0017071962356567383,True,3728332,2761728,9893314560,10351935488,8903983104,0.9,1.35,0.0009503656532615423,1024,524288,524288,0.551669768578763,1052226.578862692,0.00047518282663077115,1.0,,,,,,,,,,,,,,238,268,256.0,12.389512062072754,1.046875,False,,,,,,,,,,nano_moe_jax_megablocks_dmoe_cuda_tok512_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,megablocks_moe,megablocks_core,nano_jax_init,,,cuda,bfloat16,4,128,512,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.0,0.40074239969253544,0.0036352038383483942,True,3728332,2761728,9893314560,10351935488,8903983104,0.9,1.35,0.0007826999993994833,1024,524288,524288,0.6698454074386782,1277628.7220738947,0.00039134999969974165,1.046875,,,,,,,,,,,,,,238,268,256.0,12.389512062072754,1.046875,False,,,,,,,,,,nano_moe_jax_megablocks_moe_cuda_tok512_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,reference_dense_ffn,adapter_boundary,nano_jax_init,,,cuda,bfloat16,4,128,512,128,512,4,2,0,0,ffn,gelu_tanh,nano_expert_biases,0.0,0.3283511996269226,0.0018391966819762962,True,5851699,4334592,9893314560,10351935488,8903983104,0.9,1.35,0.0006413109367713332,1024,524288,524288,0.8175254310171555,1559306.0131400214,0.0003206554683856666,2.0,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,nano_moe_jax_reference_cuda_tok512_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,megablocks_dmoe,megablocks_core,nano_jax_init,,,cuda,bfloat16,8,128,1024,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.0,0.47787678241729736,0.00299680233001709,True,6039705,4473856,9893314560,10351935488,8903983104,0.9,1.35,0.00046667654532939196,2048,1048576,524288,1.1234505038815363,2142811.7826109626,0.00023333827266469598,1.0,,,,,,,,,,,,,,487,527,512.0,15.79556941986084,1.029296875,False,,,,,,,,,,nano_moe_jax_megablocks_dmoe_cuda_tok1024_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,megablocks_moe,megablocks_core,nano_jax_init,,,cuda,bfloat16,8,128,1024,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.0,0.3968783974647522,0.00048800706863402765,True,6039705,4473856,9893314560,10351935488,8903983104,0.9,1.35,0.00038757656002417205,2048,1048576,524288,1.3527340249041417,2580135.3929598653,0.00019378828001208602,1.029296875,,,,,,,,,,,,,,487,527,512.0,15.79556941986084,1.029296875,False,,,,,,,,,,nano_moe_jax_megablocks_moe_cuda_tok1024_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,reference_dense_ffn,adapter_boundary,nano_jax_init,,,cuda,bfloat16,8,128,1024,128,512,4,2,0,0,ffn,gelu_tanh,nano_expert_biases,0.0,0.32132720947265625,0.0009320020675659402,True,10286438,7619584,9893314560,10351935488,8903983104,0.9,1.35,0.00031379610300064087,2048,1048576,524288,1.6707919409659757,3186782.724315597,0.00015689805150032043,2.0,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,nano_moe_jax_reference_cuda_tok1024_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,megablocks_dmoe,megablocks_core,nano_jax_init,,,cuda,bfloat16,16,128,2048,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.0,0.47421438694000245,0.009215998649597157,True,10662451,7898112,9893314560,10351935488,8903983104,0.9,1.35,0.00023154999362304807,4096,2097152,524288,2.2642540031917036,4318721.777327926,0.00011577499681152404,1.0,,,,,,,,,,,,,,1000,1072,1024.0,28.17800521850586,1.046875,False,,,,,,,,,,nano_moe_jax_megablocks_dmoe_cuda_tok2048_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,megablocks_moe,megablocks_core,nano_jax_init,,,cuda,bfloat16,16,128,2048,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.0,0.39983919858932493,0.002168810367584234,True,10662451,7898112,9893314560,10351935488,8903983104,0.9,1.35,0.0001952339836861938,4096,2097152,524288,2.6854341139845093,5122059.085816401,9.76169918430969e-05,1.046875,,,,,,,,,,,,,,1000,1072,1024.0,28.17800521850586,1.046875,False,,,,,,,,,,nano_moe_jax_megablocks_moe_cuda_tok2048_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,reference_dense_ffn,adapter_boundary,nano_jax_init,,,cuda,bfloat16,16,128,2048,128,512,4,2,0,0,ffn,gelu_tanh,nano_expert_biases,0.0,0.3293680071830749,0.0016399979591369684,True,19155916,14189568,9893314560,10351935488,8903983104,0.9,1.35,0.0001608242222573608,4096,2097152,524288,3.2600064383398797,6217968.8231275175,8.04121111286804e-05,2.0,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,nano_moe_jax_reference_cuda_tok2048_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,megablocks_dmoe,megablocks_core,nano_jax_init,,,cuda,bfloat16,32,128,4096,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.0,0.5038543939590454,0.0017359972000121626,True,19907942,14746624,9893314560,10351935488,8903983104,0.9,1.35,0.00012301132665015757,8192,4194304,524288,4.262111581733181,8129332.698313104,6.150566332507879e-05,1.0,,,,,,,,,,,,,,2015,2083,2048.0,26.5894718170166,1.01708984375,False,,,,,,,,,,nano_moe_jax_megablocks_dmoe_cuda_tok4096_t128_bfloat16_nano_jax_init
