model_shape_name,simulation_level,backend_variant,timing_scope,weight_source,checkpoint_dir,checkpoint_block_index,device,dtype,requested_dtype,dtype_policy,batch_size,seq_len,tokens,d_model,d_ff,n_experts,top_k,num_shared_experts,shared_expert_intermediate_size,expert_type,activation,routing_semantics,softmax_location,topk_location,gate_weight_semantics,gate_multiply_location,expert_mlp_semantics,expert_path_semantics,bias_semantics,expert_bias_max_abs,mean_forward_ms,std_forward_ms,memory_preflight_enabled,memory_preflight_estimated_bytes,memory_preflight_base_estimated_bytes,memory_preflight_cuda_free_bytes,memory_preflight_cuda_total_bytes,memory_preflight_allowed_bytes,memory_preflight_fraction,memory_preflight_safety_multiplier,ms_per_input_token,assignments,router_flops,active_expert_flops_per_token,active_expert_tflops_per_second,tokens_per_second,ms_per_assignment,padding_factor,phase_profile,phase_path,phase_profile_warmup,phase_profile_iters,phase_sort_ms,phase_histogram_ms,phase_cumsum_ms,phase_capacity_decision_wall_ms,phase_gather_ms,phase_expert_mlp_ms,phase_scatter_ms,phase_gpu_sum_ms,phase_expert_capacity,moe_op_profile,moe_op_profile_scope,moe_op_profile_warmup,moe_op_profile_iters,moe_op_path,moe_op_expert_capacity,moe_op_input_layout_to_megablocks_ms,moe_op_router_projection_matmul_ms,moe_op_router_full_softmax_ms,moe_op_topk_selection_ms,moe_op_selected_softmax_gating_ms,moe_op_router_aux_loss_ms,moe_op_expert_path_dispatch_compute_combine_ms,moe_op_expert_block_dispatch_compute_combine_ms,moe_op_output_layout_to_nano_ms,moe_op_disjoint_replay_sum_ms,moe_op_whole_moe_layer_replay_ms,moe_op_replay_sum_minus_whole_ms,moe_op_main_replay_sum_ms,moe_op_profile_note,tokens_per_expert_min,tokens_per_expert_max,tokens_per_expert_mean,tokens_per_expert_std,expert_imbalance,check_output,correctness_passed,outlier_abs_threshold,max_abs_vs_reference,mean_abs_vs_reference,max_rel_vs_reference,aux_loss_abs_diff,router_expert_set_mismatch_count,router_gate_max_abs,outlier_diagnosis,label
nano_moe_jax,exact_adapter,megablocks_dmoe,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,bfloat16,float32,dmoe_bf16_only_local_grouped_gemm,4,128,512,128,512,4,2,0,0,ffn,gelu_tanh,Nano-compatible adapter routing: router projection matmul; full row-wise softmax over expert logits for aux/load-balance probabilities; top-k over raw logits; row-wise softmax over selected top-k logits for gate weights.,"In current Nano-compatible MegaBlocks runs, softmax is explicit adapter-side routing work. It is not inside the timed MegaBlocks expert path.","In current Nano-compatible MegaBlocks runs, top-k selection is explicit adapter-side routing work over raw router logits.",Gate weights are row-wise softmax over the selected top-k router logits.,Gate multiply and reduce back to token rows are folded into MegaBlocks weighted scatter/combine: ops.binned_scatter for standard MoE and ops.scatter for dMoE.,"FFN expert MLP: W1 matmul, optional expert bias, element-wise gelu_tanh, W2 matmul, optional output bias.","MegaBlocks expert path means dispatch metadata, sort/binning, gather, expert MLP compute, and weighted scatter/combine. Lower-level phase profiling splits this into sort, histogram, cumsum, gather, expert MLP, and scatter/combine.",matched_expert_biases,0.043212890625,0.6984157816569011,0.006393165099141979,True,3728332,2761728,9893314560,10351935488,8903983104,0.9,1.35,0.001364093323548635,1024,524288,524288,0.38434906978071376,733087.6727690005,0.0006820466617743175,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,283,256.0,16.170961380004883,1.10546875,False,,,,,,,,,,nano_moe_jax_megablocks_dmoe_cuda_tok512_t128_bfloat16_trained_nano_checkpoint
nano_moe_jax,exact_adapter,megablocks_moe,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,float32,float32,requested,4,128,512,128,512,4,2,0,0,ffn,gelu_tanh,Nano-compatible adapter routing: router projection matmul; full row-wise softmax over expert logits for aux/load-balance probabilities; top-k over raw logits; row-wise softmax over selected top-k logits for gate weights.,"In current Nano-compatible MegaBlocks runs, softmax is explicit adapter-side routing work. It is not inside the timed MegaBlocks expert path.","In current Nano-compatible MegaBlocks runs, top-k selection is explicit adapter-side routing work over raw router logits.",Gate weights are row-wise softmax over the selected top-k router logits.,Gate multiply and reduce back to token rows are folded into MegaBlocks weighted scatter/combine: ops.binned_scatter for standard MoE and ops.scatter for dMoE.,"FFN expert MLP: W1 matmul, optional expert bias, element-wise gelu_tanh, W2 matmul, optional output bias.","MegaBlocks expert path means dispatch metadata, sort/binning, gather, expert MLP compute, and weighted scatter/combine. Lower-level phase profiling splits this into sort, histogram, cumsum, gather, expert MLP, and scatter/combine.",matched_expert_biases,0.04331197962164879,0.5347716140747071,0.0008643850966473715,True,7456665,5523456,9893314560,10351935488,8903983104,0.9,1.35,0.0010444758087396623,1024,524288,524288,0.5019627985761036,957418.0575868676,0.0005222379043698311,1.109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,284,256.0,16.67333221435547,1.109375,False,,,,,,,,,,nano_moe_jax_megablocks_moe_cuda_tok512_t128_float32_trained_nano_checkpoint
nano_moe_jax,exact_adapter,reference_dense_ffn,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,float32,float32,requested,4,128,512,128,512,4,2,0,0,ffn,gelu_tanh,Nano-compatible adapter routing: router projection matmul; full row-wise softmax over expert logits for aux/load-balance probabilities; top-k over raw logits; row-wise softmax over selected top-k logits for gate weights.,"In current Nano-compatible MegaBlocks runs, softmax is explicit adapter-side routing work. It is not inside the timed MegaBlocks expert path.","In current Nano-compatible MegaBlocks runs, top-k selection is explicit adapter-side routing work over raw router logits.",Gate weights are row-wise softmax over the selected top-k router logits.,Gate multiply and reduce back to token rows are folded into MegaBlocks weighted scatter/combine: ops.binned_scatter for standard MoE and ops.scatter for dMoE.,"FFN expert MLP: W1 matmul, optional expert bias, element-wise gelu_tanh, W2 matmul, optional output bias.","MegaBlocks expert path means dispatch metadata, sort/binning, gather, expert MLP compute, and weighted scatter/combine. Lower-level phase profiling splits this into sort, histogram, cumsum, gather, expert MLP, and scatter/combine.",nano_expert_biases,0.04331197962164879,0.2974408531188965,0.00053880355405663,True,11703398,8669184,9893314560,10351935488,8903983104,0.9,1.35,0.0005809391662478447,1024,524288,524288,0.9024834792707439,1721350.6303229216,0.00029046958312392237,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,nano_moe_jax_reference_cuda_tok512_t128_float32_trained_nano_checkpoint
nano_moe_jax,exact_adapter,megablocks_dmoe,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,bfloat16,float32,dmoe_bf16_only_local_grouped_gemm,8,128,1024,128,512,4,2,0,0,ffn,gelu_tanh,Nano-compatible adapter routing: router projection matmul; full row-wise softmax over expert logits for aux/load-balance probabilities; top-k over raw logits; row-wise softmax over selected top-k logits for gate weights.,"In current Nano-compatible MegaBlocks runs, softmax is explicit adapter-side routing work. It is not inside the timed MegaBlocks expert path.","In current Nano-compatible MegaBlocks runs, top-k selection is explicit adapter-side routing work over raw router logits.",Gate weights are row-wise softmax over the selected top-k router logits.,Gate multiply and reduce back to token rows are folded into MegaBlocks weighted scatter/combine: ops.binned_scatter for standard MoE and ops.scatter for dMoE.,"FFN expert MLP: W1 matmul, optional expert bias, element-wise gelu_tanh, W2 matmul, optional output bias.","MegaBlocks expert path means dispatch metadata, sort/binning, gather, expert MLP compute, and weighted scatter/combine. Lower-level phase profiling splits this into sort, histogram, cumsum, gather, expert MLP, and scatter/combine.",matched_expert_biases,0.043212890625,0.6493800608317057,0.0016628607295026197,True,6039705,4473856,9893314560,10351935488,8903983104,0.9,1.35,0.0006341602156559626,2048,1048576,524288,0.82674375821209,1576888.5769120979,0.0003170801078279813,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495,545,512.0,20.211383819580078,1.064453125,False,,,,,,,,,,nano_moe_jax_megablocks_dmoe_cuda_tok1024_t128_bfloat16_trained_nano_checkpoint
nano_moe_jax,exact_adapter,megablocks_moe,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,float32,float32,requested,8,128,1024,128,512,4,2,0,0,ffn,gelu_tanh,Nano-compatible adapter routing: router projection matmul; full row-wise softmax over expert logits for aux/load-balance probabilities; top-k over raw logits; row-wise softmax over selected top-k logits for gate weights.,"In current Nano-compatible MegaBlocks runs, softmax is explicit adapter-side routing work. It is not inside the timed MegaBlocks expert path.","In current Nano-compatible MegaBlocks runs, top-k selection is explicit adapter-side routing work over raw router logits.",Gate weights are row-wise softmax over the selected top-k router logits.,Gate multiply and reduce back to token rows are folded into MegaBlocks weighted scatter/combine: ops.binned_scatter for standard MoE and ops.scatter for dMoE.,"FFN expert MLP: W1 matmul, optional expert bias, element-wise gelu_tanh, W2 matmul, optional output bias.","MegaBlocks expert path means dispatch metadata, sort/binning, gather, expert MLP compute, and weighted scatter/combine. Lower-level phase profiling splits this into sort, histogram, cumsum, gather, expert MLP, and scatter/combine.",matched_expert_biases,0.04331197962164879,0.5589582951863606,0.0009505055149522842,True,12079411,8947712,9893314560,10351935488,8903983104,0.9,1.35,0.0005458577101429303,2048,1048576,524288,0.9604847385277706,1831979.2528682149,0.00027292885507146516,1.068359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494,547,512.0,21.435951232910156,1.068359375,False,,,,,,,,,,nano_moe_jax_megablocks_moe_cuda_tok1024_t128_float32_trained_nano_checkpoint
nano_moe_jax,exact_adapter,reference_dense_ffn,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,float32,float32,requested,8,128,1024,128,512,4,2,0,0,ffn,gelu_tanh,Nano-compatible adapter routing: router projection matmul; full row-wise softmax over expert logits for aux/load-balance probabilities; top-k over raw logits; row-wise softmax over selected top-k logits for gate weights.,"In current Nano-compatible MegaBlocks runs, softmax is explicit adapter-side routing work. It is not inside the timed MegaBlocks expert path.","In current Nano-compatible MegaBlocks runs, top-k selection is explicit adapter-side routing work over raw router logits.",Gate weights are row-wise softmax over the selected top-k router logits.,Gate multiply and reduce back to token rows are folded into MegaBlocks weighted scatter/combine: ops.binned_scatter for standard MoE and ops.scatter for dMoE.,"FFN expert MLP: W1 matmul, optional expert bias, element-wise gelu_tanh, W2 matmul, optional output bias.","MegaBlocks expert path means dispatch metadata, sort/binning, gather, expert MLP compute, and weighted scatter/combine. Lower-level phase profiling splits this into sort, histogram, cumsum, gather, expert MLP, and scatter/combine.",nano_expert_biases,0.04331197962164879,0.3233038965861003,0.004278087131588459,True,20572876,15239168,9893314560,10351935488,8903983104,0.9,1.35,0.0003157264615098636,2048,1048576,524288,1.6605766824001882,3167298.664856316,0.0001578632307549318,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,nano_moe_jax_reference_cuda_tok1024_t128_float32_trained_nano_checkpoint
nano_moe_jax,exact_adapter,megablocks_dmoe,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,bfloat16,float32,dmoe_bf16_only_local_grouped_gemm,16,128,2048,128,512,4,2,0,0,ffn,gelu_tanh,Nano-compatible adapter routing: router projection matmul; full row-wise softmax over expert logits for aux/load-balance probabilities; top-k over raw logits; row-wise softmax over selected top-k logits for gate weights.,"In current Nano-compatible MegaBlocks runs, softmax is explicit adapter-side routing work. It is not inside the timed MegaBlocks expert path.","In current Nano-compatible MegaBlocks runs, top-k selection is explicit adapter-side routing work over raw router logits.",Gate weights are row-wise softmax over the selected top-k router logits.,Gate multiply and reduce back to token rows are folded into MegaBlocks weighted scatter/combine: ops.binned_scatter for standard MoE and ops.scatter for dMoE.,"FFN expert MLP: W1 matmul, optional expert bias, element-wise gelu_tanh, W2 matmul, optional output bias.","MegaBlocks expert path means dispatch metadata, sort/binning, gather, expert MLP compute, and weighted scatter/combine. Lower-level phase profiling splits this into sort, histogram, cumsum, gather, expert MLP, and scatter/combine.",matched_expert_biases,0.043212890625,0.652895991007487,0.0019297515141792137,True,10662451,7898112,9893314560,10351935488,8903983104,0.9,1.35,0.0003187968706091245,4096,2097152,524288,1.644583270212923,3136793.651986929,0.00015939843530456225,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982,1081,1024.0,36.55817413330078,1.0556640625,False,,,,,,,,,,nano_moe_jax_megablocks_dmoe_cuda_tok2048_t128_bfloat16_trained_nano_checkpoint
nano_moe_jax,exact_adapter,megablocks_moe,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,float32,float32,requested,16,128,2048,128,512,4,2,0,0,ffn,gelu_tanh,Nano-compatible adapter routing: router projection matmul; full row-wise softmax over expert logits for aux/load-balance probabilities; top-k over raw logits; row-wise softmax over selected top-k logits for gate weights.,"In current Nano-compatible MegaBlocks runs, softmax is explicit adapter-side routing work. It is not inside the timed MegaBlocks expert path.","In current Nano-compatible MegaBlocks runs, top-k selection is explicit adapter-side routing work over raw router logits.",Gate weights are row-wise softmax over the selected top-k router logits.,Gate multiply and reduce back to token rows are folded into MegaBlocks weighted scatter/combine: ops.binned_scatter for standard MoE and ops.scatter for dMoE.,"FFN expert MLP: W1 matmul, optional expert bias, element-wise gelu_tanh, W2 matmul, optional output bias.","MegaBlocks expert path means dispatch metadata, sort/binning, gather, expert MLP compute, and weighted scatter/combine. Lower-level phase profiling splits this into sort, histogram, cumsum, gather, expert MLP, and scatter/combine.",matched_expert_biases,0.04331197962164879,0.5697469965616863,0.0038089752162032524,True,21324902,15796224,9893314560,10351935488,8903983104,0.9,1.35,0.00027819677566488587,4096,2097152,524288,1.8845940926057108,3594577.9659380163,0.00013909838783244293,1.056640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983,1082,1024.0,36.517120361328125,1.056640625,False,,,,,,,,,,nano_moe_jax_megablocks_moe_cuda_tok2048_t128_float32_trained_nano_checkpoint
nano_moe_jax,exact_adapter,reference_dense_ffn,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,float32,float32,requested,16,128,2048,128,512,4,2,0,0,ffn,gelu_tanh,Nano-compatible adapter routing: router projection matmul; full row-wise softmax over expert logits for aux/load-balance probabilities; top-k over raw logits; row-wise softmax over selected top-k logits for gate weights.,"In current Nano-compatible MegaBlocks runs, softmax is explicit adapter-side routing work. It is not inside the timed MegaBlocks expert path.","In current Nano-compatible MegaBlocks runs, top-k selection is explicit adapter-side routing work over raw router logits.",Gate weights are row-wise softmax over the selected top-k router logits.,Gate multiply and reduce back to token rows are folded into MegaBlocks weighted scatter/combine: ops.binned_scatter for standard MoE and ops.scatter for dMoE.,"FFN expert MLP: W1 matmul, optional expert bias, element-wise gelu_tanh, W2 matmul, optional output bias.","MegaBlocks expert path means dispatch metadata, sort/binning, gather, expert MLP compute, and weighted scatter/combine. Lower-level phase profiling splits this into sort, histogram, cumsum, gather, expert MLP, and scatter/combine.",nano_expert_biases,0.04331197962164879,0.3723605219523112,6.330529924434247e-05,True,38311833,28379136,9893314560,10351935488,8903983104,0.9,1.35,0.00018181666110952694,4096,2097152,524288,2.8836081182030244,5500046.0018215645,9.090833055476347e-05,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,nano_moe_jax_reference_cuda_tok2048_t128_float32_trained_nano_checkpoint
nano_moe_jax,exact_adapter,megablocks_dmoe,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,bfloat16,float32,dmoe_bf16_only_local_grouped_gemm,32,128,4096,128,512,4,2,0,0,ffn,gelu_tanh,Nano-compatible adapter routing: router projection matmul; full row-wise softmax over expert logits for aux/load-balance probabilities; top-k over raw logits; row-wise softmax over selected top-k logits for gate weights.,"In current Nano-compatible MegaBlocks runs, softmax is explicit adapter-side routing work. It is not inside the timed MegaBlocks expert path.","In current Nano-compatible MegaBlocks runs, top-k selection is explicit adapter-side routing work over raw router logits.",Gate weights are row-wise softmax over the selected top-k router logits.,Gate multiply and reduce back to token rows are folded into MegaBlocks weighted scatter/combine: ops.binned_scatter for standard MoE and ops.scatter for dMoE.,"FFN expert MLP: W1 matmul, optional expert bias, element-wise gelu_tanh, W2 matmul, optional output bias.","MegaBlocks expert path means dispatch metadata, sort/binning, gather, expert MLP compute, and weighted scatter/combine. Lower-level phase profiling splits this into sort, histogram, cumsum, gather, expert MLP, and scatter/combine.",matched_expert_biases,0.043212890625,0.6978901163736979,0.003611687745044612,True,19907942,14746624,9893314560,10351935488,8903983104,0.9,1.35,0.00017038332919279734,8192,4194304,524288,3.077108555654184,5869118.796642655,8.519166459639867e-05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994,2093,2048.0,41.358192443847656,1.02197265625,False,,,,,,,,,,nano_moe_jax_megablocks_dmoe_cuda_tok4096_t128_bfloat16_trained_nano_checkpoint
